"Link","Manufacturer","Name","Author","Date","Connection","Features","Gammu-Version"
"http://cihar.com/gammu/phonedb/nokia/3084/","Nokia","7120 supernova","Mariana","Tue, 04 Aug 2009 22:16:19 +0200","bluephonet","info,sms,phonebook,enhancedphonebook,calendar,todo","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/3083/","Nokia","N72","","Tue, 04 Aug 2009 18:35:42 +0200","","",""
"http://cihar.com/gammu/phonedb/sony-ericsson/3082/","Sony Ericsson","W890i","ZyTaro","Tue, 04 Aug 2009 18:29:05 +0200","blueat","info,sms,phonebook,enhancedphonebook,todo","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/huawei/3081/","Huawei","E169","andi","Tue, 04 Aug 2009 16:51:14 +0200","at","sms","Gammu 1.2.5.0"
"http://cihar.com/gammu/phonedb/nokia/3080/","Nokia","7210s","","Tue, 04 Aug 2009 03:28:18 +0200","bluerfphonet","sms","Gammu 1.25"
"http://cihar.com/gammu/phonedb/sony-ericsson/3079/","Sony Ericsson","Z520a","uriel","Mon, 03 Aug 2009 18:06:09 +0200","at","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,mms","Gammu 1.25.0"
"http://cihar.com/gammu/phonedb/nokia/3078/","Nokia","6151","","Mon, 03 Aug 2009 17:18:50 +0200","bluerfphonet","sms","Gammu 1.15.0"
"http://cihar.com/gammu/phonedb/sciphone/3077/","SciPhone","MTK2","ludek","Mon, 03 Aug 2009 16:50:08 +0200","at115200","info,sms,phonebook,enhancedphonebook,filesystem,call","Gammu python-gammu 0.28 a Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/3076/","Samsung","m 310","","Mon, 03 Aug 2009 12:57:03 +0200","","",""
"http://cihar.com/gammu/phonedb/samsung/3075/","Samsung","sciphone i68+","Smolík Luděk","Mon, 03 Aug 2009 10:26:58 +0200","at","info,phonebook,enhancedphonebook,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/motorola/3074/","Motorola","K1","Quique","Mon, 03 Aug 2009 08:35:02 +0200","at19200","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone,mms","Gammu 0.29"
"http://cihar.com/gammu/phonedb/nokia/3073/","Nokia","6300","Ónodi Zoltán","Mon, 03 Aug 2009 00:37:10 +0200","at19200","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone,mms","Gammu 1.13.0"
"http://cihar.com/gammu/phonedb/nokia/3072/","Nokia","e63","martin","Sun, 02 Aug 2009 21:37:06 +0200","","","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/3071/","Samsung","GT-Y3100","Sebastian","Sun, 02 Aug 2009 15:31:29 +0200","at","info,phonebook","Gammu 0.29"
"http://cihar.com/gammu/phonedb/nokia/3070/","Nokia","N70","","Sat, 01 Aug 2009 22:26:33 +0200","at115200","",""
"http://cihar.com/gammu/phonedb/nokia/3069/","Nokia","N70","","Sat, 01 Aug 2009 22:25:50 +0200","at115200","",""
"http://cihar.com/gammu/phonedb/lg/3068/","LG","U8360","","Sat, 01 Aug 2009 08:04:58 +0200","","",""
"http://cihar.com/gammu/phonedb/nokia/3067/","Nokia","3535","Danilo Flores","Sat, 01 Aug 2009 05:21:02 +0200","bluephonet","todo","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/lg/3066/","LG","KU990","","Fri, 31 Jul 2009 23:38:10 +0200","","",""
"http://cihar.com/gammu/phonedb/nokia/3065/","Nokia","6300","raja","Fri, 31 Jul 2009 22:00:46 +0200","at115200","sms","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/3064/","Nokia","6300","raja","Fri, 31 Jul 2009 21:59:20 +0200","blueat","sms","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/3063/","Samsung","SGH-M300V","Oliver X.","Fri, 31 Jul 2009 18:04:07 +0200","at","info,sms,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/samsung/3062/","Samsung","SGH-M300V","","Fri, 31 Jul 2009 17:56:52 +0200","at","info,sms,phonebook","Gammu 1.20.0, Wammu 0.28"
"http://cihar.com/gammu/phonedb/nokia/3061/","Nokia","3110c","manjushy","Fri, 31 Jul 2009 16:55:01 +0200","at19200","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone,mms","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/3060/","Sony Ericsson","W810i/W810c","marco","Fri, 31 Jul 2009 09:15:02 +0200","blueat","info,sms,phonebook,calendar,todo","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/3059/","Nokia","E66","kragno88","Thu, 30 Jul 2009 21:31:35 +0200","at19200","info","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/lg/3058/","LG","KT520","winniemiel05","Thu, 30 Jul 2009 21:29:21 +0200","blueat","info,sms",""
"http://cihar.com/gammu/phonedb/wavecom/3057/","Wavecom","MODEL 71","hafidz","Thu, 30 Jul 2009 08:34:40 +0200","","","Gammu 0.30.1"
"http://cihar.com/gammu/phonedb/nokia/3056/","Nokia","2600","Tapas Das","Wed, 29 Jul 2009 19:37:47 +0200","bluephonet","info,sms,phonebook,enhancedphonebook,calendar,todo","Gammu 1.25.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/3055/","Sony Ericsson","T630","Ageso","Wed, 29 Jul 2009 11:20:13 +0200","blueat","info,phonebook,calendar,todo,call","Gammu 1.23.92"
"http://cihar.com/gammu/phonedb/huawei/3054/","Huawei","E156G","","Wed, 29 Jul 2009 06:05:07 +0200","","",""
"http://cihar.com/gammu/phonedb/motorola/3053/","Motorola","V3","Uwe Rohland","Tue, 28 Jul 2009 18:36:50 +0200","at","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone,mms","Gammu 1.19.0"
"http://cihar.com/gammu/phonedb/nokia/3052/","Nokia","6220","Pekka","Tue, 28 Jul 2009 17:18:45 +0200","","",""
"http://cihar.com/gammu/phonedb/sony-ericsson/3051/","Sony Ericsson","C902","Gilberto Martinez","Tue, 28 Jul 2009 06:49:04 +0200","at115200","info,sms,phonebook,enhancedphonebook,todo,filesystem,call,logo,ringtone,mms","Gammu 1.22.1-1"
"http://cihar.com/gammu/phonedb/sony-ericsson/3050/","Sony Ericsson","C902","","Tue, 28 Jul 2009 06:36:35 +0200","at115200","info,sms,phonebook,todo,filesystem",""
"http://cihar.com/gammu/phonedb/nokia/3049/","Nokia","6131","","Tue, 28 Jul 2009 06:09:09 +0200","bluephonet","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone,mms","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/samsung/3048/","Samsung","SGH-E116","Antonio Robirosa","Tue, 28 Jul 2009 02:19:48 +0200","at","info,phonebook,filesystem","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/lg/3047/","LG","VX7100 - "Glance"","patrick","Mon, 27 Jul 2009 22:44:58 +0200","","",""
"http://cihar.com/gammu/phonedb/nokia/3046/","Nokia","2760","Simon Ngumbi","Mon, 27 Jul 2009 16:07:09 +0200","bluephonet","info","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/3045/","Nokia","6021","Administrator","Mon, 27 Jul 2009 15:44:54 +0200","bluephonet","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/3044/","Nokia","5300","","Mon, 27 Jul 2009 10:19:33 +0200","at115200","info,sms,phonebook","Gammu 1.24.0"
"http://cihar.com/gammu/phonedb/nokia/3043/","Nokia","6020","Dan","Sun, 26 Jul 2009 20:26:59 +0200","at115200","info","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/3042/","Samsung","SGH-C506","casa","Sun, 26 Jul 2009 02:58:22 +0200","at","info,sms,phonebook,enhancedphonebook,todo,filesystem,call,logo,ringtone,mms","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/3041/","Sony Ericsson","W508","Thomas","Sat, 25 Jul 2009 23:19:32 +0200","at115200","info,phonebook,calendar,todo","Gammu 1.15.0"
"http://cihar.com/gammu/phonedb/lg/3040/","LG","KU990","Bernhard","Fri, 17 Jul 2009 17:46:34 +0200","at","info","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/3039/","Nokia","N95","hilman ali","Fri, 17 Jul 2009 13:28:03 +0200","","","Gammu gammu 1.09.00"
"http://cihar.com/gammu/phonedb/lg/3038/","LG","KP202","Anne","Fri, 17 Jul 2009 12:45:23 +0200","","","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/3034/","Nokia","1680 classic","gogota","Wed, 15 Jul 2009 03:04:02 +0200","fbus","info,filesystem","Gammu 1.25.0"
"http://cihar.com/gammu/phonedb/lg/3031/","LG","VX9900","foo","Mon, 13 Jul 2009 16:48:05 +0200","","","Gammu 0.25"
"http://cihar.com/gammu/phonedb/sony-ericsson/3030/","Sony Ericsson","T290i","Jacques Weber","Mon, 13 Jul 2009 12:26:34 +0200","at","phonebook,enhancedphonebook,filesystem","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/htc/3025/","HTC","Touch Pro 2","","Sat, 11 Jul 2009 16:53:22 +0200","","",""
"http://cihar.com/gammu/phonedb/sony-ericsson/3017/","Sony Ericsson","Sony W960i","Mohamed M. Hagag","Thu, 09 Jul 2009 23:30:14 +0200","blueat","info,sms,phonebook,calendar,call","Gammu 0.29"
"http://cihar.com/gammu/phonedb/samsung/3016/","Samsung","i7110","","Thu, 09 Jul 2009 23:09:10 +0200","","",""
"http://cihar.com/gammu/phonedb/samsung/3012/","Samsung","C3050","","Wed, 08 Jul 2009 22:25:48 +0200","blueat","info,sms,phonebook","Gammu 0.29"
"http://cihar.com/gammu/phonedb/sony-ericsson/3010/","Sony Ericsson","W302","G. Skillas","Wed, 08 Jul 2009 15:57:51 +0200","blueat","info,sms,phonebook","Gammu 1.24.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/3008/","Sony Ericsson","f305","Emiliano Fernandez","Wed, 08 Jul 2009 04:30:48 +0200","at","info,sms,phonebook,calendar,call","Gammu 0.29"
"http://cihar.com/gammu/phonedb/nokia/3007/","Nokia","3586i","","Wed, 08 Jul 2009 04:26:37 +0200","dku5fbus","info,sms,phonebook,enhancedphonebook,todo,filesystem",""
"http://cihar.com/gammu/phonedb/motorola/3006/","Motorola","W490","Michal Kundrát","Tue, 07 Jul 2009 22:46:08 +0200","blueat","info,sms,phonebook,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/3004/","Samsung","SGH-E236","c0nd0r","Tue, 07 Jul 2009 22:03:05 +0200","at","info,phonebook,enhancedphonebook,call","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/nokia/3002/","Nokia","6330","Pascal La Fevre","Mon, 06 Jul 2009 13:25:24 +0200","bluephonet","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,logo,ringtone,mms","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2998/","Sony Ericsson","C510","R.","Sat, 04 Jul 2009 23:47:41 +0200","at","info,sms,phonebook,calendar,todo","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/lg/2997/","LG","ku990","","Sat, 04 Jul 2009 16:52:27 +0200","at","info,sms,phonebook,enhancedphonebook,calendar,ringtone",""
"http://cihar.com/gammu/phonedb/lg/2996/","LG","ku880","","Sat, 04 Jul 2009 16:51:38 +0200","at","",""
"http://cihar.com/gammu/phonedb/nokia/2995/","Nokia","6070","expat","Sat, 04 Jul 2009 15:07:37 +0200","fbus","info,sms,phonebook,calendar,todo,call,mms","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/option/2992/","Option","Pantech PG6200","Kuznetsov A.S.","Fri, 03 Jul 2009 21:35:13 +0200","at115200","info,phonebook,call","Gammu 1.24.0"
"http://cihar.com/gammu/phonedb/nokia/2991/","Nokia","6500","","Fri, 03 Jul 2009 15:54:21 +0200","bluephonet","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone,mms","Gammu 1.21.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2990/","Sony Ericsson","W890i","","Fri, 03 Jul 2009 11:37:27 +0200","blueat","info,phonebook,enhancedphonebook,calendar,todo,filesystem,call","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/samsung/2987/","Samsung","SGH-L770V","dan","Thu, 02 Jul 2009 15:15:26 +0200","at115200","info,phonebook,call","Gammu 1.24.0"
"http://cihar.com/gammu/phonedb/nokia/2986/","Nokia","MTK2","SamBiao","Thu, 02 Jul 2009 12:40:24 +0200","at","info","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2985/","Sony Ericsson","W760i","GonZoo","Thu, 02 Jul 2009 12:39:11 +0200","at19200","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/2984/","Nokia","N96","Rubin","Thu, 02 Jul 2009 11:48:26 +0200","at","info","Gammu 0.30.1"
"http://cihar.com/gammu/phonedb/sagem/2981/","Sagem","my401C","Fernandes Aniston","Wed, 01 Jul 2009 13:23:32 +0200","blueat","info,phonebook","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/siemens/2980/","Siemens","S75","","Wed, 01 Jul 2009 10:36:01 +0200","blueat","info,sms,enhancedphonebook,calendar,filesystem","Gammu 1.24.0"
"http://cihar.com/gammu/phonedb/sciphone/2977/","SciPhone","i68+","","Tue, 30 Jun 2009 14:55:18 +0200","","",""
"http://cihar.com/gammu/phonedb/samsung/2976/","Samsung","1410","suriyan","Tue, 30 Jun 2009 13:05:14 +0200","at19200","sms","Gammu 1.24.0"
"http://cihar.com/gammu/phonedb/motorola/2975/","Motorola","W385","","Mon, 29 Jun 2009 23:56:39 +0200","","","Gammu 1.24.0"
"http://cihar.com/gammu/phonedb/siemens/2974/","Siemens","M35i","winston","Mon, 29 Jun 2009 18:03:19 +0200","at19200","info,sms,phonebook,enhancedphonebook,calendar,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/2972/","Nokia","N73","pit","Sun, 28 Jun 2009 07:10:11 +0200","dku2phonet","sms","Gammu 1.09.00"
"http://cihar.com/gammu/phonedb/motorola/2966/","Motorola","Thiphone","Jose Lera","Thu, 25 Jun 2009 16:37:24 +0200","blueat","info,sms,phonebook","Gammu Wammu 0.29"
"http://cihar.com/gammu/phonedb/nokia/2963/","Nokia","770","","Thu, 25 Jun 2009 12:54:40 +0200","","",""
"http://cihar.com/gammu/phonedb/sciphone/2961/","SciPhone","Dream G2","Julie","Thu, 25 Jun 2009 00:35:12 +0200","","",""
"http://cihar.com/gammu/phonedb/nokia/2959/","Nokia","n95","genius","Wed, 24 Jun 2009 11:21:26 +0200","at115200","info","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/2956/","Sony Ericsson","Z770i","","Tue, 23 Jun 2009 21:58:37 +0200","blueobex","",""
"http://cihar.com/gammu/phonedb/nokia/2955/","Nokia","6500 SLIDE","","Tue, 23 Jun 2009 19:45:18 +0200","bluephonet","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone,mms",""
"http://cihar.com/gammu/phonedb/samsung/2953/","Samsung","SGH-S400i","","Tue, 23 Jun 2009 13:02:36 +0200","blueat","info,sms,phonebook,enhancedphonebook,call","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/2950/","Sony Ericsson","C702","Jakub Zirhut","Mon, 22 Jun 2009 17:08:22 +0200","at19200","info,sms,phonebook,calendar,todo,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/siemens/2949/","Siemens","C75","francoise","Mon, 22 Jun 2009 06:48:01 +0200","at","info,sms,phonebook","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/lg/2948/","LG","KF510","Diego","Mon, 22 Jun 2009 04:22:38 +0200","","","Gammu 0.29"
"http://cihar.com/gammu/phonedb/nokia/2947/","Nokia","6151","enrico","Sun, 21 Jun 2009 19:35:20 +0200","bluerfat","phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/htc/2946/","HTC","S621","Fitz Jones","Sun, 21 Jun 2009 01:20:43 +0200","","",""
"http://cihar.com/gammu/phonedb/huawei/2942/","Huawei","MTK2","alex ferdinansyah","Sat, 20 Jun 2009 06:05:05 +0200","at115200","info,sms,phonebook,call","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/lg/2938/","LG","KS 360","Rutger Bazen","Fri, 19 Jun 2009 11:51:04 +0200","","","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/philips/2935/","Philips","X800","","Wed, 17 Jun 2009 22:30:34 +0200","at115200","info,sms,phonebook","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/2934/","Nokia","3410","user","Wed, 17 Jun 2009 20:40:12 +0200","fbuspl2303","info,sms,call","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/samsung/2933/","Samsung","SGH-A237","jp","Wed, 17 Jun 2009 10:57:15 +0200","at19200","","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/2930/","Samsung","SGH-U700","","Wed, 17 Jun 2009 02:22:15 +0200","blueat","info,call","Gammu 1.24.0"
"http://cihar.com/gammu/phonedb/nokia/2929/","Nokia","5800 XM","DOUILLY","Tue, 16 Jun 2009 21:46:04 +0200","at115200","info","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/2928/","Samsung","Star S5230","","Tue, 16 Jun 2009 20:56:43 +0200","","",""
"http://cihar.com/gammu/phonedb/lg/2924/","LG","KP265d","","Mon, 15 Jun 2009 21:35:20 +0200","","",""
"http://cihar.com/gammu/phonedb/samsung/2923/","Samsung","sgh-a437","","Mon, 15 Jun 2009 14:30:13 +0200","","",""
"http://cihar.com/gammu/phonedb/openmoko/2920/","Openmoko","neo Freerunner","sergio","Thu, 11 Jun 2009 23:59:13 +0200","blueat","info,phonebook","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/gionee/2917/","Gionee","A536","Robert Charman","Mon, 08 Jun 2009 15:04:36 +0200","at","info,phonebook,call","Gammu 0.26"
"http://cihar.com/gammu/phonedb/motorola/2916/","Motorola","L9","arvind_khadri","Mon, 08 Jun 2009 07:13:12 +0200","at","info,sms,phonebook,enhancedphonebook,call,logo,ringtone","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/samsung/2911/","Samsung","SPH-M5S40","eric","Sat, 06 Jun 2009 01:50:19 +0200","","","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/2910/","Nokia","e63","Mateusz","Sat, 06 Jun 2009 01:02:06 +0200","dku2at","info,sms","Gammu 1.08.00"
"http://cihar.com/gammu/phonedb/lg/2907/","LG","KF600d","Adrian Labastida","Fri, 05 Jun 2009 07:05:49 +0200","","","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/lg/2901/","LG","KP320","Sukhdev Jadhav","Thu, 04 Jun 2009 12:22:23 +0200","at115200","info,sms,phonebook,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/lg/2897/","LG","KM900","laurent","Wed, 03 Jun 2009 08:40:55 +0200","at115200","info","Gammu 1.24.0"
"http://cihar.com/gammu/phonedb/apple/2892/","Apple","iPhone","joe","Sat, 30 May 2009 23:14:04 +0200","blueobex","",""
"http://cihar.com/gammu/phonedb/samsung/2889/","Samsung","SGH-B510","peter","Sat, 30 May 2009 13:54:24 +0200","blueat","info,sms,phonebook","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/benq/2888/","BenQ-Siemens","S68","dogbert","Sat, 30 May 2009 09:30:05 +0200","blueat","info,sms,phonebook,enhancedphonebook,todo","Gammu 0.30.1"
"http://cihar.com/gammu/phonedb/nokia/2886/","Nokia","6500c","bigiulio","Fri, 29 May 2009 12:41:50 +0200","at115200","info,phonebook,calendar,todo,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/philips/2881/","Philips","Xenium 9@9U","Udo Müller","Tue, 26 May 2009 14:52:59 +0200","at115200","info,sms,phonebook","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sciphone/2875/","SciPhone","Dream G2+","","Mon, 25 May 2009 14:06:46 +0200","at115200","info,sms,phonebook,call","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/samsung/2873/","Samsung","SGH-G800","","Sun, 24 May 2009 23:22:23 +0200","at","phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/zte/2868/","ZTE","G X760","David GOUZIEN","Sun, 24 May 2009 12:08:55 +0200","at115200","info,sms,phonebook","Gammu 1.15"
"http://cihar.com/gammu/phonedb/nokia/2867/","Nokia","5190","juan","Sun, 24 May 2009 03:16:46 +0200","fbus","sms","Gammu 1.21.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2864/","Sony Ericsson","TM506","Nasir","Sat, 23 May 2009 04:59:24 +0200","blueat","info,sms,phonebook,calendar,todo,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/2863/","Nokia","5500","Wam","Sat, 23 May 2009 00:46:43 +0200","bluerfat","info,sms","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/nokia/2862/","Nokia","5130 XpressMusic","","Fri, 22 May 2009 18:27:44 +0200","bluephonet","info,sms,phonebook,enhancedphonebook,calendar,todo,call","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/lg/2860/","LG","HB 620T","John","Thu, 21 May 2009 17:51:04 +0200","","","Gammu 0.29"
"http://cihar.com/gammu/phonedb/sierra/2856/","Sierra Wireless","SIERRA","andhi","Thu, 21 May 2009 01:46:15 +0200","at115200","info,sms,call","Gammu 1.10.6"
"http://cihar.com/gammu/phonedb/samsung/2843/","Samsung","R430","Dan M.","Mon, 18 May 2009 05:49:27 +0200","","","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/2840/","Nokia","7210s","George V. Kouryachy","Sat, 16 May 2009 22:59:58 +0200","bluerfphonet","info,phonebook,calendar,todo","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/motorola/2839/","Motorola","v188","Bassam","Sat, 16 May 2009 20:11:18 +0200","at","info,sms,phonebook","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/2836/","Sony Ericsson","C902","Vladan Lucic","Fri, 15 May 2009 22:40:16 +0200","blueobex","info,phonebook,enhancedphonebook,calendar,todo","Gammu 1.24.0"
"http://cihar.com/gammu/phonedb/samsung/2833/","Samsung","707SC2","Nicolas Raoul","Fri, 15 May 2009 09:21:38 +0200","","","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/htc/2829/","HTC","TyTN II","Charl Wentzel","Tue, 12 May 2009 12:25:41 +0200","","","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/2828/","Samsung","S8300","Charis Zenios","Mon, 11 May 2009 19:45:22 +0200","bluerfat","call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sagem/2826/","Sagem","my411C","Stefano","Sun, 10 May 2009 19:28:05 +0200","blueat","info,sms,phonebook","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/2821/","Nokia","8250","","Thu, 07 May 2009 17:20:36 +0200","fbus","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone,mms",""
"http://cihar.com/gammu/phonedb/samsung/2819/","Samsung","SGH-E830","Uğur Çetin","Thu, 07 May 2009 06:57:43 +0200","at","info,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/nokia/2815/","Nokia","7500","virteman","Wed, 06 May 2009 08:25:55 +0200","bluephonet","info","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/2813/","Samsung","X150","Joris","Tue, 05 May 2009 21:59:30 +0200","irdaat","info","Gammu 1.13.0"
"http://cihar.com/gammu/phonedb/nokia/2799/","Nokia","6555c","","Fri, 01 May 2009 23:44:11 +0200","blueat","info,phonebook","Gammu 1.2"
"http://cihar.com/gammu/phonedb/sierra/2798/","Sierra Wireless","Compass 885U","mario","Thu, 30 Apr 2009 19:12:58 +0200","at115200","info,sms","Gammu 1.20"
"http://cihar.com/gammu/phonedb/samsung/2792/","Samsung","SGH-E530","Marcel Anthonijsz","Tue, 28 Apr 2009 15:57:15 +0200","blueat","info,sms,phonebook","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/sagem/2785/","Sagem","my401C","","Fri, 24 Apr 2009 09:52:12 +0200","at115200","info,sms,phonebook",""
"http://cihar.com/gammu/phonedb/motorola/2779/","Motorola","MOto Q 9c","","Thu, 23 Apr 2009 04:02:51 +0200","at","",""
"http://cihar.com/gammu/phonedb/sony-ericsson/2772/","Sony Ericsson","T280i","","Mon, 20 Apr 2009 17:46:37 +0200","","",""
"http://cihar.com/gammu/phonedb/samsung/2767/","Samsung","SGH-U100","Steve R","Sun, 19 Apr 2009 00:08:56 +0200","at115200","",""
"http://cihar.com/gammu/phonedb/lg/2758/","LG","KF750 secret","","Wed, 15 Apr 2009 23:00:44 +0200","at115200","sms,call","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/huawei/2756/","Huawei","D1200P","mapays","Wed, 15 Apr 2009 10:17:05 +0200","","","Gammu 1.9."
"http://cihar.com/gammu/phonedb/lg/2750/","LG","KE500","Soukis","Tue, 14 Apr 2009 20:14:29 +0200","","","Gammu Wammu 0.27"
"http://cihar.com/gammu/phonedb/sony-ericsson/2737/","Sony Ericsson","K310i/K310c","Михаил Карасев","Fri, 10 Apr 2009 11:05:12 +0200","at","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sharp/2736/","Sharp","GX 25","Patrick Prokopowicz","Thu, 09 Apr 2009 21:44:49 +0200","","","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/lg/2733/","LG","KM380","NEPXANDER","Thu, 09 Apr 2009 17:50:06 +0200","","","Gammu 0.25"
"http://cihar.com/gammu/phonedb/nokia/2731/","Nokia","E61","mel","Wed, 08 Apr 2009 23:24:58 +0200","dku2at","info,sms","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2730/","Sony Ericsson","C702","Clemens Hafner","Wed, 08 Apr 2009 17:03:40 +0200","blueat","info,phonebook,calendar","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2729/","Sony Ericsson","K850i","Rémi","Tue, 07 Apr 2009 18:56:48 +0200","blueat","info,sms,phonebook,enhancedphonebook,todo","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/2725/","Sony Ericsson","K800i","","Sun, 05 Apr 2009 19:34:04 +0200","bluerfobex","info,phonebook,enhancedphonebook,calendar,todo","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/samsung/2724/","Samsung","SGH-D780","Nicolas Vial","Sun, 05 Apr 2009 17:22:47 +0200","at115200","info,sms,call","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/samsung/2723/","Samsung","SGH-E900","Brice","Sun, 05 Apr 2009 10:57:19 +0200","at115200","info,sms,phonebook,filesystem,call","Gammu 1.21"
"http://cihar.com/gammu/phonedb/samsung/2720/","Samsung","c3110","","Sat, 04 Apr 2009 14:58:57 +0200","at115200","info,sms","Gammu 0.30.1 win xp"
"http://cihar.com/gammu/phonedb/nokia/2710/","Nokia","3600 Slide","Frédérick Amorison","Thu, 02 Apr 2009 00:13:55 +0200","bluephonet","info,phonebook,enhancedphonebook,calendar,todo","Gammu 1.22.1"
